کد,عنوان,مشخصه فنی,ماهیت کالا,واحد سنجش (اصلی),مانده از قبل (اصلی),ابتدای دوره (اصلی),ورودی (اصلی),خروجی (اصلی),مانده (اصلی),تعداد در بسته,کد.1,آدرس,Unnamed: 13,کد جدید,نام,تعداد در بسته.1
601301017,سبد خرید کوچک سیب موکا,,محصول نهایی,بسته,0,2,140,73,69,24,6013010,https://ashkanplastic.com/product/6013010/,,,,
601301009,سبد خرید کوچک سیب وانیلی,,محصول نهایی,بسته,0,23,80.041667,29.041667,74,24,6013010,https://ashkanplastic.com/product/6013010/,,,,
600001001,سبد خرید لوکس 2000 صورتی,,محصول نهایی,بسته,0,44,0,0,44,24,6000010,https://ashkanplastic.com/product/6000010/,,,,
600001002,سبد خرید لوکس 2000 طوسی,,محصول نهایی,بسته,0,4,0,2,2,24,6000010,https://ashkanplastic.com/product/6000010/,,,,
600001007,سبد خرید لوکس 2000 کرپ,,محصول نهایی,بسته,0,6,0,0,6,24,6000010,https://ashkanplastic.com/product/6000010/,,,,
600001201,سبد خرید لوکس 6000 صورتی,,محصول نهایی,بسته,0,47,0,0,47,12,6000012,https://ashkanplastic.com/product/6000012/,,,,
600001207,سبد خرید لوکس 6000 کرپ,,محصول نهایی,بسته,0,13,0,0,13,12,6000012,https://ashkanplastic.com/product/6000012/,,,,
600001209,سبد خرید لوکس 6000 وانیلی,,محصول نهایی,بسته,0,22,0.25,2.25,20,12,6000012,https://ashkanplastic.com/product/6000012/,,,,
601401001,سبد خرید متوسط سیب صورتی,,محصول نهایی,بسته,0,32,0.083334,21.083334,11,24,6014010,https://ashkanplastic.com/product/6014010/,,,,
601401002,سبد خرید متوسط سیب طوسی,,محصول نهایی,بسته,0,78,181,180,79,24,6014010,https://ashkanplastic.com/product/6014010/,,,,
601401007,سبد خرید متوسط سیب کرپ,,محصول نهایی,بسته,0,0,100.041667,11,89.041667,24,6014010,https://ashkanplastic.com/product/6014010/,,,,
601401017,سبد خرید متوسط سیب موکا,,محصول نهایی,بسته,0,78,170.041667,178.041667,70,24,6014010,https://ashkanplastic.com/product/6014010/,,,,
601401009,سبد خرید متوسط سیب وانیلی,,محصول نهایی,بسته,0,83,30,52,61,24,6014010,https://ashkanplastic.com/product/6014010/,,,,
601201001,سبد خرید مینی سیب صورتی,,محصول نهایی,بسته,0,19,0,4,15,24,6012010,https://ashkanplastic.com/product/6012010/,,,,
601201002,سبد خرید مینی سیب طوسی,,محصول نهایی,بسته,0,51,65.041667,43.041667,73,24,6012010,https://ashkanplastic.com/product/6012010/,,,,
601201007,سبد خرید مینی سیب کرپ,,محصول نهایی,بسته,0,18,59.083333,13,64.083333,24,6012010,https://ashkanplastic.com/product/6012010/,,,,
601201017,سبد خرید مینی سیب موکا,,محصول نهایی,بسته,0,58,40,39,59,24,6012010,https://ashkanplastic.com/product/6012010/,,,,
601201009,سبد خرید مینی سیب وانیلی,,محصول نهایی,بسته,0,77,0,18,59,24,6012010,https://ashkanplastic.com/product/6012010/,,,,
601003001,سبد خرید نی نی سیب صورتی,,محصول نهایی,بسته,0,28,0,5,23,36,6010030,https://ashkanplastic.com/product/6010030/,,,,
601003002,سبد خرید نی نی سیب طوسی,,محصول نهایی,بسته,0,95,55,51,99,36,6010030,https://ashkanplastic.com/product/6010030/,,,,
601003007,سبد خرید نی نی سیب کرپ,,محصول نهایی,بسته,0,26,45.055556,12.055556,59,36,6010030,https://ashkanplastic.com/product/6010030/,,,,
601003017,سبد خرید نی نی سیب موکا,,محصول نهایی,بسته,0,77,81,54,104,36,6010030,https://ashkanplastic.com/product/6010030/,,,,
601003009,سبد خرید نی نی سیب وانیلی,,محصول نهایی,بسته,0,101,0,12,89,36,6010030,https://ashkanplastic.com/product/6010030/,,,,
619001601,سبد رخت 10000 بامبو-صورتی,,محصول نهایی,بسته,0,61,2,5,58,6,6190016,https://ashkanplastic.com/product/6190016/,,,,
619001602,سبد رخت 10000 بامبو-طوسی,,محصول نهایی,بسته,0,106,115,107,114,6,6190016,https://ashkanplastic.com/product/6190016/,,,,
619001607,سبد رخت 10000 بامبو-کرپ,,محصول نهایی,بسته,0,86,0,18,68,6,6190016,https://ashkanplastic.com/product/6190016/,,,,
619001617,سبد رخت 10000 بامبو-موکا,,محصول نهایی,بسته,0,65,92,70,87,6,6190016,https://ashkanplastic.com/product/6190016/,,,,
619001609,سبد رخت 10000 بامبو-وانیلی,,محصول نهایی,بسته,0,55,77,46,86,6,6190016,https://ashkanplastic.com/product/6190016/,,,,
611501002,سبد رخت 4گوش سیب طوسی,,محصول نهایی,بسته,0,41,104.5,81.5,64,12,6115010,https://ashkanplastic.com/product/6115010/,,,,
611501007,سبد رخت 4گوش سیب کرپ,,محصول نهایی,بسته,0,37,38,27,48,12,6115010,https://ashkanplastic.com/product/6115010/,,,,
611501017,سبد رخت 4گوش سیب موکا,,محصول نهایی,بسته,0,19,104.416667,65.416667,58,12,6115010,https://ashkanplastic.com/product/6115010/,,,,
611501009,سبد رخت 4گوش سیب وانیلی,,محصول نهایی,بسته,0,32,52.166667,29.166667,55,12,6115010,https://ashkanplastic.com/product/6115010/,,,,
619001001,سبد رخت اوکیا صورتی,,محصول نهایی,بسته,0,26,0,7,19,12,6190010,https://ashkanplastic.com/product/6190010/,,,,
619001002,سبد رخت اوکیا طوسی,,محصول نهایی,بسته,0,75,0,35,40,12,6190010,https://ashkanplastic.com/product/6190010/,,,,
619001007,سبد رخت اوکیا کرپ,,محصول نهایی,بسته,0,70,0.083333,16.083333,54,12,6190010,https://ashkanplastic.com/product/6190010/,,,,
619001017,سبد رخت اوکیا موکا,,محصول نهایی,بسته,0,60,0,31,29,12,6190010,https://ashkanplastic.com/product/6190010/,,,,
619001009,سبد رخت اوکیا وانیلی,,محصول نهایی,بسته,0,53,0.083333,27.083333,26,12,6190010,https://ashkanplastic.com/product/6190010/,,,,
619501001,سبد رخت آنالیا بزرگ صورتی,,محصول نهایی,بسته,0,42,0,6,36,6,6195010,https://ashkanplastic.com/product/6195010/,,,,
619501002,سبد رخت آنالیا بزرگ طوسی,,محصول نهایی,بسته,0,53,118,112,59,6,6195010,https://ashkanplastic.com/product/6195010/,,,,
619501007,سبد رخت آنالیا بزرگ کرپ,,محصول نهایی,بسته,0,37,30,26,41,6,6195010,https://ashkanplastic.com/product/6195010/,,,,
619501017,سبد رخت آنالیا بزرگ موکا,,محصول نهایی,بسته,0,37,142,125,54,6,6195010,https://ashkanplastic.com/product/6195010/,,,,
619501009,سبد رخت آنالیا بزرگ وانیلی,,محصول نهایی,بسته,0,34,40,44,30,6,6195010,https://ashkanplastic.com/product/6195010/,,,,
619601001,سبد رخت آنالیا سوپر صورتی,,محصول نهایی,بسته,0,33,0,6,27,6,6196010,https://ashkanplastic.com/product/6196010/,,,,
619601002,سبد رخت آنالیا سوپر طوسی,,محصول نهایی,بسته,0,19,131.166667,111.166667,39,6,6196010,https://ashkanplastic.com/product/6196010/,,,,
619601007,سبد رخت آنالیا سوپر کرپ,,محصول نهایی,بسته,0,36,68,43,61,6,6196010,https://ashkanplastic.com/product/6196010/,,,,
619601017,سبد رخت آنالیا سوپر موکا,,محصول نهایی,بسته,0,22,108,93,37,6,6196010,https://ashkanplastic.com/product/6196010/,,,,
619601009,سبد رخت آنالیا سوپر وانیلی,,محصول نهایی,بسته,0,30,61,58,33,6,6196010,https://ashkanplastic.com/product/6196010/,,,,
619301001,سبد رخت آنالیا کوچک صورتی,,محصول نهایی,بسته,0,44,0.166666,8.083333,36.083333,12,6193010,https://ashkanplastic.com/product/6193010/,,,,
619301002,سبد رخت آنالیا کوچک طوسی,,محصول نهایی,بسته,0,0,99,36,63,12,6193010,https://ashkanplastic.com/product/6193010/,,,,
619301007,سبد رخت آنالیا کوچک کرپ,,محصول نهایی,بسته,0,7,91,16,82,12,6193010,https://ashkanplastic.com/product/6193010/,,,,
619301017,سبد رخت آنالیا کوچک موکا,,محصول نهایی,بسته,0,0,100,43,57,12,6193010,https://ashkanplastic.com/product/6193010/,,,,
619301009,سبد رخت آنالیا کوچک وانیلی,,محصول نهایی,بسته,0,31,60,42,49,12,6193010,https://ashkanplastic.com/product/6193010/,,,,
619401001,سبد رخت آنالیا متوسط صورتی,,محصول نهایی,بسته,0,46,0,12,34,12,6194010,https://ashkanplastic.com/product/6194010/,,,,
619401002,سبد رخت آنالیا متوسط طوسی,,محصول نهایی,بسته,0,66,82.083333,92.083333,56,12,6194010,https://ashkanplastic.com/product/6194010/,,,,
619401007,سبد رخت آنالیا متوسط کرپ,,محصول نهایی,بسته,0,38,47,38,47,12,6194010,https://ashkanplastic.com/product/6194010/,,,,
619401017,سبد رخت آنالیا متوسط موکا,,محصول نهایی,بسته,0,46,100,87,59,12,6194010,https://ashkanplastic.com/product/6194010/,,,,
619401009,سبد رخت آنالیا متوسط وانیلی,,محصول نهایی,بسته,0,52,35,47,40,12,6194010,https://ashkanplastic.com/product/6194010/,,,,
611001001,سبد رخت سیب 2000 صورتی,,محصول نهایی,بسته,0,9,0,9,0,12,6110010,https://ashkanplastic.com/product/6110010/,,,,
611001002,سبد رخت سیب 2000 طوسی,,محصول نهایی,بسته,0,92,230.249999,232.166666,90.083333,12,6110010,https://ashkanplastic.com/product/6110010/,,,,
611001007,سبد رخت سیب 2000 کرپ,,محصول نهایی,بسته,0,4,110,41,73,12,6110010,https://ashkanplastic.com/product/6110010/,,,,
611001017,سبد رخت سیب 2000 موکا,,محصول نهایی,بسته,0,57,250,240,67,12,6110010,https://ashkanplastic.com/product/6110010/,,,,
611001009,سبد رخت سیب 2000 وانیلی,,محصول نهایی,بسته,0,83,100,103,80,12,6110010,https://ashkanplastic.com/product/6110010/,,,,
611001201,سبد رخت سیب 4000 صورتی,,محصول نهایی,بسته,0,0,0.666666,0.666666,0,12,6110012,https://ashkanplastic.com/product/6110012/,,,,
611001202,سبد رخت سیب 4000 طوسی,,محصول نهایی,بسته,0,90,361.666665,313.666665,138,12,6110012,https://ashkanplastic.com/product/6110012/,,,,
611001207,سبد رخت سیب 4000 کرپ,,محصول نهایی,بسته,0,3,133.499999,49.333332,87.166667,12,6110012,https://ashkanplastic.com/product/6110012/,,,,
611001217,سبد رخت سیب 4000 موکا,,محصول نهایی,بسته,0,57,357.75,293.75,121,12,6110012,https://ashkanplastic.com/product/6110012/,,,,
611001209,سبد رخت سیب 4000 وانیلی,,محصول نهایی,بسته,0,29,210.5,132.5,107,12,6110012,https://ashkanplastic.com/product/6110012/,,,,
611001401,سبد رخت سیب 6000 صورتی,,محصول نهایی,بسته,0,41,0.083333,16.083333,25,12,6110014,https://ashkanplastic.com/product/6110014/,,,,
611001402,سبد رخت سیب 6000 طوسی,,محصول نهایی,بسته,0,85,182.166666,210.166666,57,12,6110014,https://ashkanplastic.com/product/6110014/,,,,
611001407,سبد رخت سیب 6000 کرپ,,محصول نهایی,بسته,0,37,109.166667,57,89.166667,12,6110014,https://ashkanplastic.com/product/6110014/,,,,
611001417,سبد رخت سیب 6000 موکا,,محصول نهایی,بسته,0,40,230,237,33,12,6110014,https://ashkanplastic.com/product/6110014/,,,,
611001409,سبد رخت سیب 6000 وانیلی,,محصول نهایی,بسته,0,55,104,105,54,12,6110014,https://ashkanplastic.com/product/6110014/,,,,
611001601,سبد رخت سیب 8000 صورتی,,محصول نهایی,بسته,0,0,0.500001,0.500001,0,6,6110016,https://ashkanplastic.com/product/6110016/,,,,
611001602,سبد رخت سیب 8000 طوسی,,محصول نهایی,بسته,0,58,251.166667,264.166667,45,6,6110016,https://ashkanplastic.com/product/6110016/,,,,
611001607,سبد رخت سیب 8000 کرپ,,محصول نهایی,بسته,0,5,91,46,50,6,6110016,https://ashkanplastic.com/product/6110016/,,,,
611001617,سبد رخت سیب 8000 موکا,,محصول نهایی,بسته,0,18,306.166667,290.166667,34,6,6110016,https://ashkanplastic.com/product/6110016/,,,,
611001609,سبد رخت سیب 8000 وانیلی,,محصول نهایی,بسته,0,66,105,122,49,6,6110016,https://ashkanplastic.com/product/6110016/,,,,
631081002,سبد سبزی 2رنگ سیب طوسی,,محصول نهایی,بسته,0,21,92.010417,61.010417,52,96,6310810,https://ashkanplastic.com/product/6310810/,,,,
631081007,سبد سبزی 2رنگ سیب کرپ,,محصول نهایی,بسته,0,0,50,12,38,96,6310810,https://ashkanplastic.com/product/6310810/,,,,
631081017,سبد سبزی 2رنگ سیب موکا,,محصول نهایی,بسته,0,2,59,28,33,96,6310810,https://ashkanplastic.com/product/6310810/,,,,
631081009,سبد سبزی 2رنگ سیب وانیلی,,محصول نهایی,بسته,0,54,20,23,51,96,6310810,https://ashkanplastic.com/product/6310810/,,,,
631051001,سبد سبزی 4گوش سیب صورتی,,محصول نهایی,بسته,0,16,0,10,6,120,6310510,https://ashkanplastic.com/product/6310510/,,,,
631051002,سبد سبزی 4گوش سیب طوسی,,محصول نهایی,بسته,0,23,85,63,45,120,6310510,https://ashkanplastic.com/product/6310510/,,,,
631051007,سبد سبزی 4گوش سیب کرپ,,محصول نهایی,بسته,0,0,50,10,40,120,6310510,https://ashkanplastic.com/product/6310510/,,,,
631051017,سبد سبزی 4گوش سیب موکا,,محصول نهایی,بسته,0,0,85,46,39,120,6310510,https://ashkanplastic.com/product/6310510/,,,,
631051009,سبد سبزی 4گوش سیب وانیلی,,محصول نهایی,بسته,0,53,0,14,39,120,6310510,https://ashkanplastic.com/product/6310510/,,,,
639001110,سبد سبزی آوا الوان,,محصول نهایی,کارتن,0,107,106,97,116,72,6390011,https://ashkanplastic.com/product/6390011/,,,,
633051010,سبد سبزی چهارگوش اپل تاپ الوان,,محصول نهایی,بسته,0,1,0.041667,1.041667,0,120,6330510,https://ashkanplastic.com/product/6330510/,,,,
631001001,سبد سبزی سیب صورتی,,محصول نهایی,بسته,0,1,0,0,1,120,6310010,https://ashkanplastic.com/product/6310010/,,,,
631001002,سبد سبزی سیب طوسی,,محصول نهایی,بسته,0,50,136,119,67,120,6310010,https://ashkanplastic.com/product/6310010/,,,,
631001007,سبد سبزی سیب کرپ,,محصول نهایی,بسته,0,25,55,14,66,120,6310010,https://ashkanplastic.com/product/6310010/,,,,
631001017,سبد سبزی سیب موکا,,محصول نهایی,بسته,0,32,165,126,71,120,6310010,https://ashkanplastic.com/product/6310010/,,,,
631001009,سبد سبزی سیب وانیلی,,محصول نهایی,بسته,0,63,40,57,46,120,6310010,https://ashkanplastic.com/product/6310010/,,,,
680061001,سبد سینک دو دسته صورتی,,محصول نهایی,بسته,0,0,0.083334,0.083334,0,24,6800610,https://ashkanplastic.com/product/6800610/,,,,
680061002,سبد سینک دو دسته طوسی,,محصول نهایی,بسته,0,98,283.083334,273.041667,108.041667,24,6800610,https://ashkanplastic.com/product/6800610/,,,,
680061007,سبد سینک دو دسته کرپ,,محصول نهایی,بسته,0,3,110,39,74,24,6800610,https://ashkanplastic.com/product/6800610/,,,,
680061011,سبد سینک دو دسته کرم,,محصول نهایی,بسته,0,4,0,0,4,24,6800610,https://ashkanplastic.com/product/6800610/,,,,
680061017,سبد سینک دو دسته موکا,,محصول نهایی,بسته,0,62,291.041667,243.041667,110,24,6800610,https://ashkanplastic.com/product/6800610/,,,,
680061009,سبد سینک دو دسته وانیلی,,محصول نهایی,بسته,0,79,111.083333,101.083333,89,24,6800610,https://ashkanplastic.com/product/6800610/,,,,
680011001,سبد سینک گرد صورتی,,محصول نهایی,بسته,0,0,0.083334,0.083334,0,24,6800110,https://ashkanplastic.com/product/6800110/,,,,
680011002,سبد سینک گرد طوسی,,محصول نهایی,بسته,0,110,563,620,53,24,6800110,https://ashkanplastic.com/product/6800110/,,,,
680011007,سبد سینک گرد کرپ,,محصول نهایی,بسته,0,1,208.125,146.125,63,24,6800110,https://ashkanplastic.com/product/6800110/,,,,
680011017,سبد سینک گرد موکا,,محصول نهایی,بسته,0,27,521,485,63,24,6800110,https://ashkanplastic.com/product/6800110/,,,,
680011009,سبد سینک گرد وانیلی,,محصول نهایی,بسته,0,86,120,132,74,24,6800110,https://ashkanplastic.com/product/6800110/,,,,
623551001,سبد میوه چهارگوش اپل تاپ بزرگ صورتی,,محصول نهایی,بسته,0,0,0.333333,0.333333,0,60,6235510,https://ashkanplastic.com/product/6235510/,,,,
623351010,سبد میوه چهارگوش اپل تاپ کوچک الوان,,محصول نهایی,بسته,0,48,0,0,48,72,6233510,https://ashkanplastic.com/product/6233510/,,,,
620061001,سبد میوه دو دسته 1 صورتی,,محصول نهایی,بسته,0,4,0,1,3,48,6200610,https://ashkanplastic.com/product/6200610/,,,,
620061002,سبد میوه دو دسته 1 طوسی,,محصول نهایی,بسته,0,1,0,0,1,48,6200610,https://ashkanplastic.com/product/6200610/,,,,
620061009,سبد میوه دو دسته 1 وانیلی,,محصول نهایی,بسته,0,12,0,0,12,48,6200610,https://ashkanplastic.com/product/6200610/,,,,
620061201,سبد میوه دو دسته 2 صورتی,,محصول نهایی,بسته,0,17,0,1,16,36,6200612,https://ashkanplastic.com/product/6200612/,,,,
620061207,سبد میوه دو دسته 2 کرپ,,محصول نهایی,بسته,0,7,0.027778,0,7.027778,36,6200612,https://ashkanplastic.com/product/6200612/,,,,
620061209,سبد میوه دو دسته 2 وانیلی,,محصول نهایی,بسته,0,17,0,0,17,36,6200612,https://ashkanplastic.com/product/6200612/,,,,
620061401,سبد میوه دو دسته 3 صورتی,,محصول نهایی,بسته,0,9,0,0,9,30,6200614,https://ashkanplastic.com/product/6200614/,,,,
620061407,سبد میوه دو دسته 3 کرپ,,محصول نهایی,بسته,0,4,0,0,4,30,6200614,https://ashkanplastic.com/product/6200614/,,,,
620061409,سبد میوه دو دسته 3 وانیلی,,محصول نهایی,بسته,0,6,0,0,6,30,6200614,https://ashkanplastic.com/product/6200614/,,,,
621011210,سبد میوه گرد 2رنگ سیب 2 الوان,,محصول نهایی,بسته,0,1,0,0,1,,6210112,https://ashkanplastic.com/product/6210112/,,,,
621411001,سبد میوه گرد متوسط سیب صورتی,,محصول نهایی,بسته,0,4,0.041667,4.041667,0,,6214110,https://ashkanplastic.com/product/6214110/,,,,
629002001,سبد میوه یخچالی صورتی,,محصول نهایی,بسته,0,28,0,23,5,24,6290020,https://ashkanplastic.com/product/6290020/,,,,
629002002,سبد میوه یخچالی طوسی,,محصول نهایی,بسته,0,0,0.083334,0.083334,0,24,6290020,https://ashkanplastic.com/product/6290020/,,,,
629002007,سبد میوه یخچالی کرپ,,محصول نهایی,بسته,0,22,0,18,4,24,6290020,https://ashkanplastic.com/product/6290020/,,,,
629002009,سبد میوه یخچالی وانیلی,,محصول نهایی,بسته,0,11,0,9,2,24,6290020,https://ashkanplastic.com/product/6290020/,,,,
649001110,سبد نان آوا الوان,,محصول نهایی,کارتن,0,70,120,113,77,60,6490011,https://ashkanplastic.com/product/6490011/,,,,
641005010,سبد نان باگت الوان,,محصول نهایی,بسته,0,9,0,2,7,,6410050,https://ashkanplastic.com/product/6410050/,,,,
649501110,سبد نظم دهنده آوا بزرگ الوان,,محصول نهایی,کارتن,0,0,170,78,92,24,6495011,https://ashkanplastic.com/product/6495011/,,,,
649501102,سبد نظم دهنده آوا بزرگ طوسی,,محصول نهایی,کارتن,0,20,0,20,0,24,6495011,https://ashkanplastic.com/product/6495011/,,,,
649501117,سبد نظم دهنده آوا بزرگ موکا,,محصول نهایی,کارتن,0,41,0,41,0,24,6495011,https://ashkanplastic.com/product/6495011/,,,,
649501109,سبد نظم دهنده آوا بزرگ وانیلی,,محصول نهایی,کارتن,0,57,0,57,0,24,6495011,https://ashkanplastic.com/product/6495011/,,,,
649301010,سبد نظم دهنده آوا کوچک الوان,,محصول نهایی,کارتن,0,0,122,79,43,24,6493010,https://ashkanplastic.com/product/6493010/,,,,
649301002,سبد نظم دهنده آوا کوچک طوسی,,محصول نهایی,کارتن,0,37,2,39,0,24,6493010,https://ashkanplastic.com/product/6493010/,,,,
649301017,سبد نظم دهنده آوا کوچک موکا,,محصول نهایی,کارتن,0,45,1,46,0,24,6493010,https://ashkanplastic.com/product/6493010/,,,,
649301009,سبد نظم دهنده آوا کوچک وانیلی,,محصول نهایی,کارتن,0,63,2,49,16,24,6493010,https://ashkanplastic.com/product/6493010/,,,,
649501003,سبد نظم دهنده طبقاتی پارمیس3-سفید,,محصول نهایی,کارتن,0,38,0,25,13,24,6495010,https://ashkanplastic.com/product/6495010/,,,,
649501001,سبد نظم دهنده طبقاتی پارمیس3-صورتی,,محصول نهایی,کارتن,0,37,0,3,34,24,6495010,https://ashkanplastic.com/product/6495010/,,,,
649501002,سبد نظم دهنده طبقاتی پارمیس3-طوسی,,محصول نهایی,کارتن,0,85,3.5,48.5,40,24,6495010,https://ashkanplastic.com/product/6495010/,,,,
649501007,سبد نظم دهنده طبقاتی پارمیس3-کرپ,,محصول نهایی,کارتن,0,7,0,7,0,24,6495010,https://ashkanplastic.com/product/6495010/,,,,
649501017,سبد نظم دهنده طبقاتی پارمیس3-موکا,,محصول نهایی,کارتن,0,78,0,2,76,24,6495010,https://ashkanplastic.com/product/6495010/,,,,
649501009,سبد نظم دهنده طبقاتی پارمیس3-وانیلی,,محصول نهایی,کارتن,0,72,0.041667,8.041667,64,24,6495010,https://ashkanplastic.com/product/6495010/,,,,
289901201,ست 2 عددی ظروف کریستال دلسا صورتی-با سبد,,محصول نهایی,کارتن,0,272,0,23,249,8,2899012,https://ashkanplastic.com/product/2899012/,,,,
289901202,ست 2 عددی ظروف کریستال دلسا طوسی-با سبد,,محصول نهایی,کارتن,0,120,148.625,105.625,163,8,2899012,https://ashkanplastic.com/product/2899012/,,,,
289901207,ست 2 عددی ظروف کریستال دلسا کرپ-با سبد,,محصول نهایی,کارتن,0,202,0,44,158,8,2899012,https://ashkanplastic.com/product/2899012/,,,,
289901217,ست 2 عددی ظروف کریستال دلسا موکا-با سبد,,محصول نهایی,کارتن,0,0,152,9,143,8,2899012,https://ashkanplastic.com/product/2899012/,,,,
289901209,ست 2 عددی ظروف کریستال دلسا وانیل-با سبد,,محصول نهایی,کارتن,0,0,150,0,150,8,2899012,https://ashkanplastic.com/product/2899012/,,,,
289901001,ست 3 عددی ظروف کریستال دلسا صورتی,,محصول نهایی,کارتن,0,179,0.25,33.25,146,8,2899010,https://ashkanplastic.com/product/2899010/,,,,
289901002,ست 3 عددی ظروف کریستال دلسا طوسی,,محصول نهایی,کارتن,0,148,113,135,126,8,2899010,https://ashkanplastic.com/product/2899010/,,,,
289901007,ست 3 عددی ظروف کریستال دلسا کرپ,,محصول نهایی,کارتن,0,161,0.875,41.875,120,8,2899010,https://ashkanplastic.com/product/2899010/,,,,
289901017,ست 3 عددی ظروف کریستال دلسا موکا,,محصول نهایی,کارتن,0,110,132,87,155,8,2899010,https://ashkanplastic.com/product/2899010/,,,,
289901009,ست 3 عددی ظروف کریستال دلسا وانیلی,,محصول نهایی,کارتن,0,131,0,63,68,8,2899010,https://ashkanplastic.com/product/2899010/,,,,
249914008,ست جا ادویه چوبی گرد دلسا,نصیری نصیری,محصول نهایی,کارتن,0,51,134.166667,142.166667,43,18,2499140,https://ashkanplastic.com/product/2499140/,,,,
249954008,ست جا ادویه چوبی مربع دلسا,نصیری نصیری,محصول نهایی,کارتن,0,1,0,1,0,,2499540,https://ashkanplastic.com/product/2499540/,,,,
244001003,ست جا ادویه دایانا سفید,,محصول نهایی,کارتن,0,0,0.055556,0.055556,0,18,2440010,https://ashkanplastic.com/product/2440010/,,,,
244001010,ست جاادویه دایانا الوان,نصیری,محصول نهایی,کارتن,0,206,609,541,274,18,2440010,https://ashkanplastic.com/product/2440010/,,,,
244001001,ست جاادویه دایانا صورتی,,محصول نهایی,کارتن,0,0,0.388889,0.388889,0,18,2440010,https://ashkanplastic.com/product/2440010/,,,,
244001002,ست جاادویه دایانا طوسی,اشکان-نصیری,محصول نهایی,کارتن,0,0,0.38889,0.38889,0,18,2440010,https://ashkanplastic.com/product/2440010/,,,,
227901002,سرویس پارچ و لیوان گلرو طوسی,,محصول نهایی,بسته,0,0,0.041667,0.041667,0,24,2279010,https://ashkanplastic.com/product/2279010/,,,,
243911110,سرویس جا ادویه گرد اپل تاپ 3 عددی-الوان,,محصول نهایی,کارتن,0,1,0,0,1,48,2439111,https://ashkanplastic.com/product/2439111/,,,,
243951010,سرویس جا ادویه مربع اپل تاپ 3 عددی الوان,,محصول نهایی,بسته,0,104,571,466,209,48,2439510,https://ashkanplastic.com/product/2439510/,,,,
243951001,سرویس جا ادویه مربع اپل تاپ 3 عددی صورتی,,محصول نهایی,بسته,0,0,0.041666,0.041666,0,48,2439510,https://ashkanplastic.com/product/2439510/,,,,
243951002,سرویس جا ادویه مربع اپل تاپ 3 عددی طوسی,,محصول نهایی,بسته,0,0,0.020833,0.020833,0,48,2439510,https://ashkanplastic.com/product/2439510/,,,,
263911010,سرویس جا حبوباتی گرد اپل تاپ 4 عددی الوان,,محصول نهایی,بسته,0,103,282.222223,159.222223,226,18,2639110,https://ashkanplastic.com/product/2639110/,,,,
263952010,سرویس جاحبوباتی مربع اپل تاپ 4 عددی الوان,,محصول نهایی,بسته,0,243,0.166667,94.166667,149,18,2639520,https://ashkanplastic.com/product/2639520/,,,,
120971003,سرویس چلو 4 عددی تک رنگ سفید,,محصول نهایی,بسته,0,57,80,137,0,6,1209710,https://ashkanplastic.com/product/1209710/,,,,
120971001,سرویس چلو 4 عددی تک رنگ صورتی,,محصول نهایی,بسته,0,445,545.166667,576.166667,414,6,1209710,https://ashkanplastic.com/product/1209710/,,,,
120971002,سرویس چلو 4 عددی تک رنگ طوسی,,محصول نهایی,بسته,0,44,1728,1361,411,6,1209710,https://ashkanplastic.com/product/1209710/,,,,
120971017,سرویس چلو 4 عددی تک رنگ موکا,,محصول نهایی,بسته,0,205,1568,1469,304,6,1209710,https://ashkanplastic.com/product/1209710/,,,,
646901001,سرویس سبد میوه روشا  3 عددی صورتی,,محصول نهایی,بسته,0,0,0.083333,0,0.083333,,6469010,https://ashkanplastic.com/product/6469010/,,,,
646901010,سرویس سبد میوه روشا (3عددی) - (12 عددی) الوان,,محصول نهایی,بسته,0,1,0,0,1,,6469010,https://ashkanplastic.com/product/6469010/,,,,
319951020,سرویس فریزری 4 پارچه سانا مدل 802 درب الوان,,محصول نهایی,کارتن,0,67,455,393,129,24,3199510,https://ashkanplastic.com/product/3199510/,,,,
316981010,سرویس فریزری دورنگ روشا 4 عددی الوان,,محصول نهایی,بسته,0,0,232,40,192,12,3169810,https://ashkanplastic.com/product/3169810/,,,,
316981001,سرویس فریزری دورنگ روشا 4 عددی صورتی,,محصول نهایی,بسته,0,175,0,11,164,12,3169810,https://ashkanplastic.com/product/3169810/,,,,
316981002,سرویس فریزری دورنگ روشا 4 عددی طوسی,,محصول نهایی,بسته,0,25,136.166666,109.166666,52,12,3169810,https://ashkanplastic.com/product/3169810/,,,,
316981007,سرویس فریزری دورنگ روشا 4 عددی کرپ,,محصول نهایی,بسته,0,46,96,44,98,12,3169810,https://ashkanplastic.com/product/3169810/,,,,
316981017,سرویس فریزری دورنگ روشا 4 عددی موکا,,محصول نهایی,بسته,0,139,31,148,22,12,3169810,https://ashkanplastic.com/product/3169810/,,,,
316981201,سرویس فریزری دورنگ روشا 5 عددی صورتی,,محصول نهایی,بسته,0,158,0.083333,4.083333,154,12,3169812,https://ashkanplastic.com/product/3169812/,,,,
316981202,سرویس فریزری دورنگ روشا 5 عددی طوسی,,محصول نهایی,بسته,0,4,64,24,44,12,3169812,https://ashkanplastic.com/product/3169812/,,,,
316081207,سرویس فریزری دورنگ روشا 5 عددی کرپ,,محصول نهایی,بسته,0,73,0,14,59,,3160812,https://ashkanplastic.com/product/3160812/,,,,
