کد,عنوان,مشخصه فنی,ماهیت کالا,واحد سنجش (اصلی),مانده از قبل (اصلی),ابتدای دوره (اصلی),ورودی (اصلی),خروجی (اصلی),مانده (اصلی),تعداد در بسته,کد.1,آدرس,Unnamed: 13,کد جدید,نام,تعداد در بسته.1
249301020,ادویه پاش پارمیس1,,محصول نهایی,کارتن,0,0,275,140,135,144,2493010,https://ashkanplastic.com/product/2493010/,,1100312,آبکش تخت 1000,36
249501020,ادویه پاش پارمیس3,,محصول نهایی,کارتن,0,0,325,160,165,60,2495010,https://ashkanplastic.com/product/2495010/,,1100314,آبکش تخت 2000,36
249951010,ادویه پاش سرآشپز,,محصول نهایی,کارتن,0,209,165,244,130,24,2499510,https://ashkanplastic.com/product/2499510/,,1100316,آبکش تخت 3000,36
129003110,آبکش پارمیس 1 الوان,اشکان اشکان,محصول نهایی,بسته,0,76,0,0,76,,1290031,https://ashkanplastic.com/product/1290031/,,1100318,آبکش تخت 4000,24
110031202,آبکش تخت 1000 طوسی,,محصول نهایی,بسته,0,35,96,108,23,36,1100312,https://ashkanplastic.com/product/1100312/,,1100310,آبکش تخت 500,48
110031207,آبکش تخت 1000 کرپ,,محصول نهایی,بسته,0,24,49,37,36,36,1100312,https://ashkanplastic.com/product/1100312/,,1100320,آبکش تخت 5000,24
110031217,آبکش تخت 1000 موکا,,محصول نهایی,بسته,0,29,155,104,80,36,1100312,https://ashkanplastic.com/product/1100312/,,1100322,آبکش تخت 6000,24
110031209,آبکش تخت 1000 وانیلی,,محصول نهایی,بسته,0,45,89,64,70,36,1100312,https://ashkanplastic.com/product/1100312/,,1200010,آبکش چلو 20,48
110031403,آبکش تخت 2000 سفید,,محصول نهایی,بسته,0,7,0.055556,7.055556,0,36,1100314,https://ashkanplastic.com/product/1100314/,,1200012,آبکش چلو 25,36
110031401,آبکش تخت 2000 صورتی,,محصول نهایی,بسته,0,13,0,11,2,36,1100314,https://ashkanplastic.com/product/1100314/,,1200014,آبکش چلو 30,36
110031402,آبکش تخت 2000 طوسی,,محصول نهایی,بسته,0,29,105,113,21,36,1100314,https://ashkanplastic.com/product/1100314/,,1200016,آبکش چلو 35,24
110031407,آبکش تخت 2000 کرپ,,محصول نهایی,بسته,0,29,74,40,63,36,1100314,https://ashkanplastic.com/product/1100314/,,1200018,آبکش چلو 45,24
110031411,آبکش تخت 2000 کرم,,محصول نهایی,بسته,0,37,0,0,37,36,1100314,https://ashkanplastic.com/product/1100314/,,1200020,آبکش چلو 55,18
110031417,آبکش تخت 2000 موکا,,محصول نهایی,بسته,0,24,149,104,69,36,1100314,https://ashkanplastic.com/product/1100314/,,1200022,آبکش چلو 65 (محرم),12
110031409,آبکش تخت 2000 وانیلی,,محصول نهایی,بسته,0,35,90,62,63,36,1100314,https://ashkanplastic.com/product/1100314/,,1605010,آبمیوه گیری بزرگ آسان,36
110031605,آبکش تخت 3000 سبز,,محصول نهایی,بسته,0,0,0.055556,0.055556,0,36,1100316,https://ashkanplastic.com/product/1100316/,,1690010,آبمیوه گیری بهنوش,24
110031603,آبکش تخت 3000 سفید,,محصول نهایی,بسته,0,1,0,1,0,36,1100316,https://ashkanplastic.com/product/1100316/,,1603010,آبمیوه گیری کوچک آسان,48
110031602,آبکش تخت 3000 طوسی,,محصول نهایی,بسته,0,6,141,105,42,36,1100316,https://ashkanplastic.com/product/1100316/,,1625010,آبمیوه گیری لوکس بزرگ اشکان,24
110031607,آبکش تخت 3000 کرپ,,محصول نهایی,بسته,0,18,71,39,50,36,1100316,https://ashkanplastic.com/product/1100316/,,1626010,آبمیوه گیری لوکس سوپر اشکان,18
110031611,آبکش تخت 3000 کرم,,محصول نهایی,بسته,0,52,0,0,52,36,1100316,https://ashkanplastic.com/product/1100316/,,1623010,آبمیوه گیری لوکس کوچک اشکان,48
110031617,آبکش تخت 3000 موکا,,محصول نهایی,بسته,0,12,140,112,40,36,1100316,https://ashkanplastic.com/product/1100316/,,1890010,بادبزن سلطانی,48
110031609,آبکش تخت 3000 وانیلی,,محصول نهایی,بسته,0,32,65,58,39,36,1100316,https://ashkanplastic.com/product/1100316/,,1850010,بادبزن شاندیز,72
110031803,آبکش تخت 4000 سفید,,محصول نهایی,بسته,0,0,0.041667,0.041667,0,24,1100318,https://ashkanplastic.com/product/1100318/,,1890011,بادبزن کولاک,72
110031801,آبکش تخت 4000 صورتی,,محصول نهایی,بسته,0,0,0.25,0.25,0,24,1100318,https://ashkanplastic.com/product/1100318/,,2020010,پادری اشکان,12
110031802,آبکش تخت 4000 طوسی,,محصول نهایی,بسته,0,14,147,135,26,24,1100318,https://ashkanplastic.com/product/1100318/,,2210810,پارچ 2رنگ سیب,24
110031807,آبکش تخت 4000 کرپ,,محصول نهایی,بسته,0,0,90,13,77,24,1100318,https://ashkanplastic.com/product/1100318/,,2220810,پارچ 2رنگ گلبرگ اشکان,12
110031811,آبکش تخت 4000 کرم,,محصول نهایی,بسته,0,17,0,0,17,24,1100318,https://ashkanplastic.com/product/1100318/,,2290010,پارچ الماس,12
110031817,آبکش تخت 4000 موکا,,محصول نهایی,بسته,0,18,126,118,26,24,1100318,https://ashkanplastic.com/product/1100318/,,2270010,پارچ گلرو,24
110031809,آبکش تخت 4000 وانیلی,,محصول نهایی,بسته,0,49,70,84,35,24,1100318,https://ashkanplastic.com/product/1100318/,,2270912,پارچ گلرو (شفاف),24
110031003,آبکش تخت 500 سفید,,محصول نهایی,بسته,0,8,0,8,0,48,1100310,https://ashkanplastic.com/product/1100310/,,2295010,پارچ لامیا بزرگ,18
110031001,آبکش تخت 500 صورتی,,محصول نهایی,بسته,0,10,0.020833,9.020833,1,48,1100310,https://ashkanplastic.com/product/1100310/,,2293010,پارچ لامیا کوچک,24
110031002,آبکش تخت 500 طوسی,,محصول نهایی,بسته,0,85,15,53,47,48,1100310,https://ashkanplastic.com/product/1100310/,,2290020,پارچ موج مدل 103 شفاف,12
110031007,آبکش تخت 500 کرپ,,محصول نهایی,بسته,0,0,40,5,35,48,1100310,https://ashkanplastic.com/product/1100310/,,7120020,پیمانه لوکس مدرج اشکان,36
110031017,آبکش تخت 500 موکا,,محصول نهایی,بسته,0,69,30,64,35,48,1100310,https://ashkanplastic.com/product/1100310/,,6560010,تفاله گیر روشا,48
110031009,آبکش تخت 500 وانیلی,,محصول نهایی,بسته,0,40,27,39,28,48,1100310,https://ashkanplastic.com/product/1100310/,,6510010,تفاله گیر لوکس سیب,60
110032001,آبکش تخت 5000 صورتی,,محصول نهایی,بسته,0,23,0.125,23.125,0,24,1100320,https://ashkanplastic.com/product/1100320/,,7800010,توالت شوی دلسا مدل 303 گرد,24
110032002,آبکش تخت 5000 طوسی,,محصول نهایی,بسته,0,0,163,94,69,24,1100320,https://ashkanplastic.com/product/1100320/,,7800520,توالت شوی دلسا مدل 403 مربع,24
110032007,آبکش تخت 5000 کرپ,,محصول نهایی,بسته,0,2,75,26,51,24,1100320,https://ashkanplastic.com/product/1100320/,,2488010,جا ادویه تکی هما,48
110032017,آبکش تخت 5000 موکا,,محصول نهایی,بسته,0,0,125,58,67,24,1100320,https://ashkanplastic.com/product/1100320/,,2499510,جا ادویه طبقاتی سرآشپز,24
110032009,آبکش تخت 5000 وانیلی,,محصول نهایی,بسته,0,30,109.416667,98.416667,41,24,1100320,https://ashkanplastic.com/product/1100320/,,2480010,جا ادویه گلدار هما,18
110032201,آبکش تخت 6000 صورتی,,محصول نهایی,بسته,0,33,0,7,26,24,1100322,https://ashkanplastic.com/product/1100322/,,3790010,جا صابونی آنالیا,96
110032202,آبکش تخت 6000 طوسی,,محصول نهایی,بسته,0,5,90,51,44,24,1100322,https://ashkanplastic.com/product/1100322/,,3710910,جا صابونی سیب (شفاف),72
110032207,آبکش تخت 6000 کرپ,,محصول نهایی,بسته,0,21,45,15,51,24,1100322,https://ashkanplastic.com/product/1100322/,,3790014,جا صابونی نگین دار,96
110032211,آبکش تخت 6000 کرم,,محصول نهایی,بسته,0,38,0,0,38,24,1100322,https://ashkanplastic.com/product/1100322/,,4010010,جا قاشقی آویزنیکا,30
110032217,آبکش تخت 6000 موکا,,محصول نهایی,بسته,0,0,69,32,37,24,1100322,https://ashkanplastic.com/product/1100322/,,4090010,جا قاشقی آویز گشنیز,30
110032209,آبکش تخت 6000 وانیلی,,محصول نهایی,بسته,0,20,66.458333,35.458333,51,24,1100322,https://ashkanplastic.com/product/1100322/,,4087010,جا قاشقی دو پارچه هما,24
120001001,آبکش چلو 20 صورتی,,محصول نهایی,بسته,0,12,0.145833,7.145833,5,48,1200010,https://ashkanplastic.com/product/1200010/,,4010012,جا قاشقی سه خانه سیب,36
120001002,آبکش چلو 20 طوسی,,محصول نهایی,بسته,0,19,80.041667,44.041667,55,48,1200010,https://ashkanplastic.com/product/1200010/,,6740010,جا کاغذی دایانا,24
120001007,آبکش چلو 20 کرپ,,محصول نهایی,بسته,0,0,54,10,44,48,1200010,https://ashkanplastic.com/product/1200010/,,6710010,جا کاغذی سیب,24
120001017,آبکش چلو 20 موکا,,محصول نهایی,بسته,0,24,75,49,50,48,1200010,https://ashkanplastic.com/product/1200010/,,4290040,جا کره ای چوبی دلسا,36
120001009,آبکش چلو 20 وانیلی,,محصول نهایی,بسته,0,27,39,18,48,48,1200010,https://ashkanplastic.com/product/1200010/,,4290010,جا کره ای هما,48
120001201,آبکش چلو 25 صورتی,,محصول نهایی,بسته,0,27,0.027778,12.027778,15,36,1200012,https://ashkanplastic.com/product/1200012/,,3910010,جا لوازم التحریر سیب,48
120001202,آبکش چلو 25 طوسی,,محصول نهایی,بسته,0,51,25,49,27,36,1200012,https://ashkanplastic.com/product/1200012/,,3608010,جااسکاجی تکی آویز اشکان,48
120001207,آبکش چلو 25 کرپ,,محصول نهایی,بسته,0,2,28,9,21,36,1200012,https://ashkanplastic.com/product/1200012/,,3620010,جااسکاجی دو قلوی اشکان,48
120001217,آبکش چلو 25 موکا,,محصول نهایی,بسته,0,55,15,50,20,36,1200012,https://ashkanplastic.com/product/1200012/,,3617010,جااسکاجی دو قلوی سیب,48
120001209,آبکش چلو 25 وانیلی,,محصول نهایی,بسته,0,46,0,21,25,36,1200012,https://ashkanplastic.com/product/1200012/,,3830910,جاپودری اپل تاپ (شفاف),36
120001401,آبکش چلو 30 صورتی,,محصول نهایی,بسته,0,9,0.111111,7.111111,2,36,1200014,https://ashkanplastic.com/product/1200014/,,3820910,جاپودری اشکان (شفاف),24
120001402,آبکش چلو 30 طوسی,,محصول نهایی,بسته,0,7,120,53,74,36,1200014,https://ashkanplastic.com/product/1200014/,,2630110,جاحبوباتی گرد اپل تاپ 2(2عددی),24
120001407,آبکش چلو 30 کرپ,,محصول نهایی,بسته,0,0,75,12,63,36,1200014,https://ashkanplastic.com/product/1200014/,,2630010,جاحبوباتی مربع اپل تاپ 1(2عددی),24
120001417,آبکش چلو 30 موکا,,محصول نهایی,بسته,0,11,121,53,79,36,1200014,https://ashkanplastic.com/product/1200014/,,4998010,جارو دستی تک برس,48
120001409,آبکش چلو 30 وانیلی,,محصول نهایی,بسته,0,25,60,23,62,36,1200014,https://ashkanplastic.com/product/1200014/,,4997011,جارو دستی دو برس,36
120001601,آبکش چلو 35 صورتی,,محصول نهایی,بسته,0,0.75,0,0,0.75,24,1200016,https://ashkanplastic.com/product/1200016/,,8591110,جاشکری نقلی دلسا,48
120001602,آبکش چلو 35 طوسی,,محصول نهایی,بسته,0,0,159.041667,67.041667,92,24,1200016,https://ashkanplastic.com/product/1200016/,,4030010,جاقاشقی اپل تاپ,24
120001607,آبکش چلو 35 کرپ,,محصول نهایی,بسته,0,0,35,35,0,24,1200016,https://ashkanplastic.com/product/1200016/,,4398910,جانانی آس سایز 1,12
120001615,آبکش چلو 35 موکا,,محصول نهایی,بسته,0,21,145,86,80,24,1200016,https://ashkanplastic.com/product/1200016/,,4398911,جانانی آس سایز 2,12
120001609,آبکش چلو 35 وانیلی,,محصول نهایی,بسته,0,38,51,39,50,24,1200016,https://ashkanplastic.com/product/1200016/,,4398912,جانانی آس سایز 3,6
120001801,آبکش چلو 45 صورتی,,محصول نهایی,بسته,0,1,0.375,0.375,1,24,1200018,https://ashkanplastic.com/product/1200018/,,2120010,جایخی اشکان,48
120001802,آبکش چلو 45 طوسی,,محصول نهایی,بسته,0,19,50.125,25.125,44,24,1200018,https://ashkanplastic.com/product/1200018/,,2190010,جایخی برفک دو عددی ,24
120001807,آبکش چلو 45 کرپ,,محصول نهایی,بسته,0,16,20,4,32,24,1200018,https://ashkanplastic.com/product/1200018/,,4420010,جعبه ابزار همه کاره اشکان,12
120001817,آبکش چلو 45 موکا,,محصول نهایی,بسته,0,20,45,26,39,24,1200018,https://ashkanplastic.com/product/1200018/,,4540016,جعبه همه کاره دایانا بدون درب 4,12
120001809,آبکش چلو 45 وانیلی,,محصول نهایی,بسته,0,39,15,16,38,24,1200018,https://ashkanplastic.com/product/1200018/,,4540030,جعبه نظم دهنده سه پارچه دایانا,24
120002001,آبکش چلو 55 صورتی,,محصول نهایی,بسته,0,12,1,5,8,18,1200020,https://ashkanplastic.com/product/1200020/,,4540010,جعبه همه کاره دایانا بدون درب 1,36
120002002,آبکش چلو 55 طوسی,,محصول نهایی,بسته,0,22,0,17,5,18,1200020,https://ashkanplastic.com/product/1200020/,,4540012,جعبه همه کاره دایانا بدون درب 2,24
120002007,آبکش چلو 55 کرپ,,محصول نهایی,بسته,0,31,1,4,28,18,1200020,https://ashkanplastic.com/product/1200020/,,4540014,جعبه همه کاره دایانا بدون درب 3,24
120002017,آبکش چلو 55 موکا,,محصول نهایی,بسته,0,24,0,14,10,18,1200020,https://ashkanplastic.com/product/1200020/,,4440010,جعبه همه کاره دایانا دربدار 1,48
120002009,آبکش چلو 55 وانیلی,,محصول نهایی,بسته,0,24,0,8,16,18,1200020,https://ashkanplastic.com/product/1200020/,,4440012,جعبه همه کاره دایانا دربدار 2,18
120002201,آبکش چلو 65 صورتی,,محصول نهایی,بسته,0,16,0.083333,7.083333,9,12,1200022,https://ashkanplastic.com/product/1200022/,,4440014,جعبه همه کاره دایانا دربدار 3,18
120002202,آبکش چلو 65 طوسی,,محصول نهایی,بسته,0,42,0,22,20,12,1200022,https://ashkanplastic.com/product/1200022/,,4440018,جعبه همه کاره دایانا دربدار 4,12
120002207,آبکش چلو 65 کرپ,,محصول نهایی,بسته,0,40,0.5,1.5,39,12,1200022,https://ashkanplastic.com/product/1200022/,,4542016,جعبه همه کاره دایانا مینی بدون درب,24
120002217,آبکش چلو 65 موکا,,محصول نهایی,بسته,0,35,0,12,23,12,1200022,https://ashkanplastic.com/product/1200022/,,4442010,جعبه همه کاره دایانا مینی درب دار,18
120002209,آبکش چلو 65 وانیلی,,محصول نهایی,بسته,0,49,0.083333,9,40.083333,12,1200022,https://ashkanplastic.com/product/1200022/,,4541010,جعبه همه کاره دایانا نقلی بدون درب,60
130001401,آبکش یاس 3 صورتی,,محصول نهایی,بسته,0,0,0.041667,0.041667,0,,1300014,https://ashkanplastic.com/product/1300014/,,4441010,جعبه همه کاره دایانا نقلی درب دار,48
130001611,آبکش یاس 4 کرم,,محصول نهایی,بسته,0,0,0.020833,0.020833,0,,1300016,https://ashkanplastic.com/product/1300016/,,3910011,چند منظوره دیواری سیب,72
130201001,آبکش یاس مینی صورتی,,محصول نهایی,بسته,0,0,0.010417,0.010417,0,,1302010,https://ashkanplastic.com/product/1302010/,,4800010,چهار پایه 25 سانتی,12
130101010,آبکش یاس نقلی الوان,,محصول نهایی,بسته,0,15,0,0,15,,1301010,https://ashkanplastic.com/product/1301010/,,4800012,چهار پایه 36 سانتی,6
160501008,آبمیوه گیری بزرگ آسان,اشکان-نصیری,محصول نهایی,کارتن,0,84,270,131,223,36,1605010,https://ashkanplastic.com/product/1605010/,,4800014,چهار پایه 50 سانتی,6
169001010,آبمیوه گیری بهنوش الوان,,محصول نهایی,بسته,0,70,0,16,54,24,1690010,https://ashkanplastic.com/product/1690010/,,4800016,چهار پایه 70 سانتی,6
160301008,آبمیوه گیری کوچک آسان,,محصول نهایی,کارتن,0,50,98.020833,48.020833,100,48,1603010,https://ashkanplastic.com/product/1603010/,,5025010,خاک انداز بزرگ اشکان,48
162501010,آبمیوه گیری لوکس بزرگ اشکان الوان,,محصول نهایی,بسته,0,265,157,403,19,24,1625010,https://ashkanplastic.com/product/1625010/,,5010011,خاک انداز سیب,48
162601010,آبمیوه گیری لوکس سوپر اشکان الوان,,محصول نهایی,بسته,0,125,155.055556,225.055556,55,18,1626010,https://ashkanplastic.com/product/1626010/,,5023010,خاک انداز کوچک اشکان,60
162601009,آبمیوه گیری لوکس سوپر اشکان وانیلی,,محصول نهایی,بسته,0,0,0.111111,0.111111,0,18,1626010,https://ashkanplastic.com/product/1626010/,,7025011,درب سطل نخل,12
162301010,آبمیوه گیری لوکس کوچک اشکان الوان,,محصول نهایی,بسته,0,136,262,235,163,48,1623010,https://ashkanplastic.com/product/1623010/,,7095011,درب سطل نخل شفاف,12
162301008,آبمیوه گیری لوکس کوچک اشکان شفاف,,محصول نهایی,بسته,0,0,0.020833,0.020833,0,48,1623010,https://ashkanplastic.com/product/1623010/,,5210010,زنبیل سیب S300,12
162301002,آبمیوه گیری لوکس کوچک اشکان طوسی,,محصول نهایی,بسته,0,0,0.0625,0.0625,0,48,1623010,https://ashkanplastic.com/product/1623010/,,5210012,زنبیل سیب S400,12
185001010,بادبزن اشکان الوان,,محصول نهایی,بسته,0,150,75,116,109,72,1850010,https://ashkanplastic.com/product/1850010/,,5210014,زنبیل سیب S500,12
189001010,بادبزن سلطانی - الوان,اشکان اشکان,محصول نهایی,کارتن,0,102,552,476,178,48,1890010,https://ashkanplastic.com/product/1890010/,,5210016,زنبیل سیب S600,12
189001110,بادبزن کولاک - الوان,,محصول نهایی,کارتن,0,30,310,183,157,72,1890011,https://ashkanplastic.com/product/1890011/,,5210018,زنبیل سیب S700,6
449831110,باکس تخت همه کاره آوا سایز 1 (3لیتری)-الوان,,محصول نهایی,کارتن,0,130,250.375001,213.375001,167,24,4498311,https://ashkanplastic.com/product/4498311/,,5210020,زنبیل سیب و ستاره,12
449861010,باکس چند منظوره دسته دار  گوزل(10لیتری)-الوان,,محصول نهایی,کارتن,0,42,576.722223,343.722223,275,18,4498610,https://ashkanplastic.com/product/4498610/,,5210022,زنبیل سیب و ستاره کودک,24
449801210,باکس همه کاره آوا سایز 2 (4لیتری)-الوان,,محصول نهایی,کارتن,0,523,0.25,223.25,300,36,4498012,https://ashkanplastic.com/product/4498012/,,5310110,زنبیل گرد سیب E 200,24
449801310,باکس همه کاره آوا سایز 3 (6لیتری)-الوان,,محصول نهایی,کارتن,0,184,246,238,192,18,4498013,https://ashkanplastic.com/product/4498013/,,5310112,زنبیل گرد سیب E 250,12
202001002,پادری اشکان طوسی,,محصول نهایی,بسته,0,0,81,39,42,12,2020010,https://ashkanplastic.com/product/2020010/,,5310114,زنبیل گرد سیب E 300,12
202001007,پادری اشکان کرپ,,محصول نهایی,بسته,0,29,51,35,45,12,2020010,https://ashkanplastic.com/product/2020010/,,5310116,زنبیل گرد سیب E 350,6
202001017,پادری اشکان موکا,,محصول نهایی,بسته,0,46,81,96,31,12,2020010,https://ashkanplastic.com/product/2020010/,,5490010,زیر گلدان 1,120
221081010,پارچ 2 رنگ سیب الوان,,محصول نهایی,بسته,0,200,441,509,132,24,2210810,https://ashkanplastic.com/product/2210810/,,5470028,زیر گلدان 10 گلرو,6
221081001,پارچ 2 رنگ سیب صورتی,,محصول نهایی,بسته,0,0,0.041667,0.041667,0,24,2210810,https://ashkanplastic.com/product/2210810/,,5490014,زیر گلدان 2,120
222081010,پارچ 2 رنگ گلبرگ اشکان الوان,,محصول نهایی,بسته,0,11,383,394,0,12,2220810,https://ashkanplastic.com/product/2220810/,,5490018,زیر گلدان 3,96
222081001,پارچ 2 رنگ گلبرگ اشکان صورتی,,محصول نهایی,بسته,0,0,0.083333,0.083333,0,12,2220810,https://ashkanplastic.com/product/2220810/,,5490020,زیر گلدان 4,72
222081002,پارچ 2 رنگ گلبرگ اشکان طوسی,,محصول نهایی,بسته,0,0,0.083333,0,0.083333,12,2220810,https://ashkanplastic.com/product/2220810/,,5490022,زیر گلدان 5,48
229001010,پارچ الماس الوان,,محصول نهایی,بسته,0,142,988.166667,862.166667,268,12,2290010,https://ashkanplastic.com/product/2290010/,,5470020,زیر گلدان 6 گلرو,12
229001008,پارچ الماس شفاف,,محصول نهایی,بسته,0,0,0.583333,0.583333,0,12,2290010,https://ashkanplastic.com/product/2290010/,,5470022,زیر گلدان 7 گلرو,6
229001001,پارچ الماس صورتی,,محصول نهایی,بسته,0,0,0.083333,0.083333,0,12,2290010,https://ashkanplastic.com/product/2290010/,,5470024,زیر گلدان 8 گلرو,6
229001002,پارچ الماس طوسی,,محصول نهایی,بسته,0,0,0.25,0.25,0,12,2290010,https://ashkanplastic.com/product/2290010/,,5470026,زیر گلدان 9 گلرو,6
229501110,پارچ بزرگ دلسا,,محصول نهایی,کارتن,0,0,1273,989,284,12,2295011,https://ashkanplastic.com/product/2295011/,,6740020,سبد استوانه ای همه کاره دایانا سایز 1,72
229301110,پارچ کوچک دلسا,,محصول نهایی,کارتن,0,0,1087,857,230,24,2293011,https://ashkanplastic.com/product/2293011/,,6740021,سبد استوانه ای همه کاره دایانا شماره 2,72
227001010,پارچ گلرو الوان,,محصول نهایی,بسته,0,43,295.041667,230.041667,108,24,2270010,https://ashkanplastic.com/product/2270010/,,6740022,سبد استوانه ای همه کاره دایانا شماره 3,36
227091210,پارچ گلرو شفاف درب الوان,,محصول نهایی,بسته,0,0,0.041667,0.041667,0,24,2270912,https://ashkanplastic.com/product/2270912/,,6405210,سبد بیضی 2رنگ بزرگ,30
229501001,پارچ لامیا بزرگ صورتی,,محصول نهایی,بسته,0,0.666667,0,0,0.666667,18,2295010,https://ashkanplastic.com/product/2295010/,,6403210,سبد بیضی 2رنگ کوچک,36
229501002,پارچ لامیا بزرگ طوسی,,محصول نهایی,بسته,0,115,19.222222,57.222222,77,18,2295010,https://ashkanplastic.com/product/2295010/,,6405212,سبد بیضی تک رنگ بزرگ,36
229501007,پارچ لامیا بزرگ کرپ,,محصول نهایی,بسته,0,23,45,11,57,18,2295010,https://ashkanplastic.com/product/2295010/,,6615010,سبد پیک نیک بزرگ سیب,6
229501017,پارچ لامیا بزرگ موکا,,محصول نهایی,بسته,0,78,41,51,68,18,2295010,https://ashkanplastic.com/product/2295010/,,6616010,سبد پیک نیک سوپر سیب,6
229501009,پارچ لامیا بزرگ وانیلی,,محصول نهایی,بسته,0,87,0,23,64,18,2295010,https://ashkanplastic.com/product/2295010/,,6613010,سبد پیک نیک کوچک سیب,12
229301001,پارچ لامیا کوچک صورتی,,محصول نهایی,بسته,0,21,0,0,21,24,2293010,https://ashkanplastic.com/product/2293010/,,6015010,سبد خرید بزرگ سیب,12
229301002,پارچ لامیا کوچک طوسی,,محصول نهایی,بسته,0,99,51,69,81,24,2293010,https://ashkanplastic.com/product/2293010/,,6091010,سبد خرید زیبا نقلی,36
229301007,پارچ لامیا کوچک کرپ,,محصول نهایی,بسته,0,13,59,14,58,24,2293010,https://ashkanplastic.com/product/2293010/,,6016010,سبد خرید سوپر سیب,12
229301017,پارچ لامیا کوچک موکا,,محصول نهایی,بسته,0,99,30,57,72,24,2293010,https://ashkanplastic.com/product/2293010/,,6013010,سبد خرید کوچک سیب,24
229301009,پارچ لامیا کوچک وانیلی,,محصول نهایی,بسته,0,97,0,47,50,24,2293010,https://ashkanplastic.com/product/2293010/,,6000010,سبد خرید لوکس 2000,24
229002010,پارچ موج مدل 103- الوان,اشکان- اشکان,محصول نهایی,کارتن,0,3,978.25,597.25,384,12,2290020,https://ashkanplastic.com/product/2290020/,,6000012,سبد خرید لوکس 6000,12
229002024,پارچ موج مدل 103- آبی,,محصول نهایی,کارتن,0,0,0.083333,0.083333,0,12,2290020,https://ashkanplastic.com/product/2290020/,,6014010,سبد خرید متوسط سیب,24
229002008,پارچ موج مدل 103- شفاف,اشکان- اشکان,محصول نهایی,کارتن,0,279,2382.583333,2458.499999,203.083334,12,2290020,https://ashkanplastic.com/product/2290020/,,6012010,سبد خرید مینی سیب,24
229002025,پارچ موج مدل 103- عسلی,,محصول نهایی,کارتن,0,67,0.166667,67,0.166667,12,2290020,https://ashkanplastic.com/product/2290020/,,6010030,سبد خرید نی نی سیب,36
712002010,پیمانه لوکس مدرج اشکان الوان,,محصول نهایی,بسته,0,111,119.083333,116.083333,114,36,7120020,https://ashkanplastic.com/product/7120020/,,6115010,سبد رخت 4گوش سیب,12
712002008,پیمانه لوکس مدرج اشکان شفاف,,محصول نهایی,بسته,0,0,0.055556,0.055556,0,36,7120020,https://ashkanplastic.com/product/7120020/,,6190010,سبد رخت اوکیا,12
899302010,تخته گوشت کوچک دلسا - الوان,,محصول نهایی,کارتن,0,66,0,15,51,,8993020,https://ashkanplastic.com/product/8993020/,,6195010,سبد رخت آنالیا بزرگ,6
899402010,تخته گوشت متوسط دلسا - الوان,,محصول نهایی,کارتن,0,1,0,0,1,,8994020,https://ashkanplastic.com/product/8994020/,,6196010,سبد رخت آنالیا سوپر,6
656001001,تفاله گیر روشا صورتی,,محصول نهایی,بسته,0,31,0,9,22,48,6560010,https://ashkanplastic.com/product/6560010/,,6193010,سبد رخت آنالیا کوچک,12
656001002,تفاله گیر روشا طوسی,,محصول نهایی,بسته,0,73,85.041666,83.041666,75,48,6560010,https://ashkanplastic.com/product/6560010/,,6194010,سبد رخت آنالیا متوسط,12
656001007,تفاله گیر روشا کرپ,,محصول نهایی,بسته,0,6,60.020833,12.020833,54,48,6560010,https://ashkanplastic.com/product/6560010/,,6110010,سبد رخت سیب 2000,12
656001017,تفاله گیر روشا موکا,,محصول نهایی,بسته,0,73,105,105,73,48,6560010,https://ashkanplastic.com/product/6560010/,,6110012,سبد رخت سیب 4000,12
656001009,تفاله گیر روشا وانیلی,,محصول نهایی,بسته,0,73,0.041667,31.041667,42,48,6560010,https://ashkanplastic.com/product/6560010/,,6110014,سبد رخت سیب 6000,12
651001010,تفاله گیر لوکس سیب الوان,,محصول نهایی,بسته,0,1,0,1,0,60,6510010,https://ashkanplastic.com/product/6510010/,,6110016,سبد رخت سیب 8000,6
651001001,تفاله گیر لوکس سیب صورتی,,محصول نهایی,بسته,0,0,0.016667,0.016667,0,60,6510010,https://ashkanplastic.com/product/6510010/,,6310810,سبد سبزی 2رنگ سیب,96
651001002,تفاله گیر لوکس سیب طوسی,,محصول نهایی,بسته,0,0,0.033333,0.033333,0,60,6510010,https://ashkanplastic.com/product/6510010/,,6310510,سبد سبزی 4گوش سیب,120
780001010,توالت شوی دلسا مدل 303 گرد- الوان,,محصول نهایی,بسته,0,0,526,509,17,24,7800010,https://ashkanplastic.com/product/7800010/,,6330510,سبد سبزی چهارگوش اپل تاپ,120
780052010,توالت شوی دلسا مدل 403 مربع - الوان,,محصول نهایی,بسته,0,155,486,640,1,24,7800520,https://ashkanplastic.com/product/7800520/,,6310010,سبد سبزی سیب,120
248801010,جا ادویه تکی هما الوان,,محصول نهایی,بسته,0,426,85,208,303,48,2488010,https://ashkanplastic.com/product/2488010/,,6800610,سبد سینک دو دسته,24
248001010,جا ادویه گلدار هما الوان,,محصول نهایی,بسته,0,259,905,953,211,18,2480010,https://ashkanplastic.com/product/2480010/,,6800110,سبد سینک گرد,24
248001001,جا ادویه گلدار هما صورتی,,محصول نهایی,بسته,0,0,0.055556,0,0.055556,18,2480010,https://ashkanplastic.com/product/2480010/,,6235510,سبد میوه چهارگوش اپل تاپ بزرگ,60
